age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,default_risk,sentiment,sentiment_score,financial_stress_level,risk_category
30,6900.0,0.37,11000.0,24,0,1,8,Salaried,Bachelor,Single,Urban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
26,2200.0,0.83,22000.0,48,5,3,2,Student,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
55,12500.0,0.19,28000.0,48,0,1,18,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
31,3500.0,0.78,20000.0,60,4,3,3,Self-Employed,Diploma,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
60,19500.0,0.1,49000.0,60,0,0,20,Salaried,Master,Married,Suburban,My financial records reflect a history of responsible borrowing and repayment.,0,neutral,0.7265352606773376,Low,Low Risk
45,1500.0,0.99,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
39,8700.0,0.29,18000.0,36,0,1,12,Salaried,Bachelor,Married,Urban,I'm seeking to consolidate existing debt to a lower interest rate.,0,neutral,0.8453271389007568,Low,Low Risk
28,2600.0,0.86,26000.0,60,5,3,2,Salaried,Diploma,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
52,11500.0,0.2,26000.0,48,0,0,16,Salaried,Master,Married,Suburban,I have an excellent credit history and minimal outstanding debt.,0,neutral,0.7610616683959961,Low,Low Risk
48,1500.0,0.94,15000.0,48,8,4,1,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
43,9800.0,0.27,23000.0,48,0,1,15,Salaried,Bachelor,Married,Suburban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
25,1900.0,0.89,19000.0,60,6,3,2,Student,High School,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
61,16000.0,0.12,38000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
35,3300.0,0.77,20000.0,60,4,3,3,Self-Employed,Diploma,Divorced,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
47,10500.0,0.23,24000.0,48,0,1,16,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
53,1500.0,0.96,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
30,6800.0,0.35,12000.0,24,0,1,8,Salaried,Bachelor,Single,Urban,I'm seeking to consolidate existing debt to a lower interest rate.,0,neutral,0.8453271389007568,Low,Low Risk
22,1700.0,0.9,17000.0,36,6,2,1,Student,High School,Single,Urban,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
59,15000.0,0.15,36000.0,60,0,0,19,Salaried,Master,Married,Suburban,I have an excellent credit history and minimal outstanding debt.,0,neutral,0.7610616683959961,Low,Low Risk
38,3900.0,0.76,20000.0,60,3,2,5,Self-Employed,Diploma,Single,Urban,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
64,19000.0,0.1,48000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
40,1500.0,0.98,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
35,7000.0,0.34,13000.0,36,0,1,10,Salaried,Bachelor,Married,Urban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
25,2300.0,0.87,23000.0,60,5,3,2,Student,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
56,13500.0,0.17,32000.0,48,0,0,18,Salaried,Master,Married,Suburban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
39,1500.0,0.93,15000.0,48,8,4,1,Unemployed,High School,Single,Rural,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
42,8800.0,0.26,20000.0,48,0,1,13,Salaried,Bachelor,Married,Suburban,I'm looking to consolidate existing debt to a lower interest rate.,0,neutral,0.826238751411438,Low,Low Risk
28,3600.0,0.79,20000.0,60,4,3,3,Self-Employed,Diploma,Divorced,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
60,19500.0,0.1,49000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
40,1500.0,0.98,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
30,6500.0,0.37,11000.0,24,0,1,8,Salaried,Bachelor,Single,Urban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
23,1900.0,0.82,19000.0,36,5,2,1,Student,Diploma,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
50,10800.0,0.23,24000.0,48,0,1,16,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
36,3200.0,0.75,20000.0,60,3,2,5,Self-Employed,High School,Single,Urban,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
64,19800.0,0.1,50000.0,60,0,0,20,Salaried,Master,Married,Suburban,My financial records reflect a history of responsible borrowing and repayment.,0,neutral,0.7265352606773376,Low,Low Risk
41,1500.0,0.94,15000.0,48,9,4,0,Unemployed,Diploma,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
33,7000.0,0.39,12000.0,24,0,1,9,Salaried,Bachelor,Married,Urban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
27,2100.0,0.8,21000.0,48,4,3,2,Salaried,High School,Single,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
58,14000.0,0.16,34000.0,60,0,0,19,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
34,1500.0,0.96,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
45,9200.0,0.29,21000.0,48,0,1,15,Salaried,Bachelor,Married,Suburban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
22,1600.0,0.91,16000.0,36,7,2,1,Student,High School,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
53,12800.0,0.18,30000.0,48,0,0,17,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
31,3000.0,0.85,20000.0,60,6,4,4,Self-Employed,Diploma,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
62,17500.0,0.12,44000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
51,1500.0,0.99,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
37,8200.0,0.32,15000.0,36,0,1,11,Self-Employed,Bachelor,Married,Urban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
26,2500.0,0.78,25000.0,60,3,2,2,Salaried,Diploma,Single,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
55,13000.0,0.17,31000.0,48,0,0,18,Salaried,Master,Married,Suburban,I have an excellent credit history and minimal outstanding debt.,0,neutral,0.7610616683959961,Low,Low Risk
44,1500.0,0.93,15000.0,48,8,4,1,Unemployed,High School,Single,Rural,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
39,8500.0,0.28,18000.0,36,0,1,12,Salaried,Bachelor,Married,Urban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
24,2000.0,0.89,20000.0,60,5,3,2,Student,Diploma,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
61,16500.0,0.13,40000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
47,1500.0,0.97,15000.0,48,9,5,0,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
30,7000.0,0.35,12000.0,24,0,1,8,Salaried,Bachelor,Single,Urban,I'm seeking to consolidate existing debt to a lower interest rate.,0,neutral,0.8453271389007568,Low,Low Risk
29,3400.0,0.77,20000.0,60,3,2,3,Self-Employed,High School,Divorced,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
52,11800.0,0.2,26000.0,48,0,1,16,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
28,2000.0,0.84,20000.0,48,6,4,2,Student,High School,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
59,15500.0,0.14,37000.0,60,0,0,19,Salaried,Master,Married,Suburban,I have an excellent credit history and minimal outstanding debt.,0,neutral,0.7610616683959961,Low,Low Risk
42,1500.0,0.95,15000.0,48,8,5,0,Unemployed,Diploma,Divorced,Rural,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
31,6800.0,0.36,11000.0,24,0,1,8,Salaried,Bachelor,Single,Urban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
25,2400.0,0.86,24000.0,60,5,3,2,Student,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
60,19000.0,0.11,47000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
38,1500.0,0.98,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
35,7500.0,0.3,13000.0,36,0,1,10,Salaried,Bachelor,Married,Urban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
27,3000.0,0.79,20000.0,60,4,3,3,Self-Employed,Diploma,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
57,14500.0,0.17,35000.0,60,0,0,19,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
49,1500.0,0.94,15000.0,48,8,4,1,Unemployed,High School,Divorced,Rural,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
41,9500.0,0.27,22000.0,48,0,1,14,Salaried,Bachelor,Married,Suburban,I'm looking to consolidate existing debt to a lower interest rate.,0,neutral,0.826238751411438,Low,Low Risk
23,1800.0,0.91,18000.0,36,6,2,1,Student,Diploma,Single,Urban,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
50,11000.0,0.22,25000.0,48,0,0,16,Salaried,Master,Married,Suburban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
36,3100.0,0.82,20000.0,60,5,3,4,Self-Employed,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
65,18000.0,0.1,46000.0,60,0,0,20,Salaried,Master,Married,Suburban,My financial records reflect a history of responsible borrowing and repayment.,0,neutral,0.7265352606773376,Low,Low Risk
46,1500.0,0.99,15000.0,48,10,5,0,Unemployed,Diploma,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
34,7200.0,0.33,12000.0,24,0,1,9,Salaried,Bachelor,Married,Urban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
21,1500.0,0.88,15000.0,36,7,2,0,Student,High School,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
58,13800.0,0.16,33000.0,48,0,0,19,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
32,2800.0,0.76,20000.0,60,3,2,4,Self-Employed,Diploma,Single,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
63,18200.0,0.1,45000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
40,1500.0,0.97,15000.0,48,9,5,0,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
30,6900.0,0.37,11000.0,24,0,1,8,Salaried,Bachelor,Single,Urban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
26,2200.0,0.83,22000.0,48,5,3,2,Student,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
55,12500.0,0.19,28000.0,48,0,1,18,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
31,3500.0,0.78,20000.0,60,4,3,3,Self-Employed,Diploma,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
42,9500.0,0.28,28500.0,36,0,1,10,Salaried,Bachelor,Married,Urban,"My budget is well-managed, and I have a healthy emergency fund.",0,positive,0.6241303086280823,Low,Low Risk
28,2300.0,0.81,18000.0,48,6,4,2,Self-Employed,Diploma,Single,Suburban,"My small business is struggling, making it difficult to predict future earnings.",1,negative,0.9607757329940796,High,High Risk
55,12500.0,0.15,42000.0,60,0,1,18,Salaried,Master,Divorced,Urban,"My finances are strong, and I consistently make payments ahead of schedule.",0,neutral,0.5924282073974609,Low,Low Risk
23,1900.0,0.95,10000.0,24,8,5,1,Student,High School,Single,Rural,"I'm a student with limited income, and my existing debts are overwhelming.",1,negative,0.8865383863449097,High,High Risk
35,6200.0,0.33,15000.0,24,1,2,7,Salaried,Bachelor,Married,Suburban,I've carefully planned for this expense and am confident in my repayment ability.,0,positive,0.8399451971054077,Low,Low Risk
61,3800.0,0.77,25000.0,60,7,4,3,Unemployed,High School,Divorced,Urban,"I've been out of work for several months, and my savings are almost gone.",1,negative,0.8279869556427002,High,High Risk
48,15000.0,0.19,35000.0,48,0,1,15,Self-Employed,Master,Married,Rural,"This loan is for a business expansion, which is already showing strong profits.",0,positive,0.7749987840652466,Low,Low Risk
31,3100.0,0.88,22000.0,36,5,3,4,Unemployed,Diploma,Single,Urban,"My income is irregular, and I'm finding it hard to meet all my financial obligations.",1,negative,0.9553567171096802,High,High Risk
67,18500.0,0.11,10000.0,12,0,0,20,Self-Employed,Master,Divorced,Suburban,I've built up considerable equity and have a very secure financial position.,0,positive,0.5716017484664917,Low,Low Risk
25,1700.0,0.99,15000.0,60,9,4,2,Unemployed,High School,Single,Rural,"My credit card debts are spiraling, and I'm falling behind on payments.",1,negative,0.9678791761398315,High,High Risk
39,7800.0,0.22,20000.0,36,0,1,11,Salaried,Bachelor,Married,Urban,"Maintaining excellent credit is important to me, and I'm very diligent.",0,neutral,0.8104933500289917,Low,Low Risk
52,2800.0,0.91,30000.0,48,7,5,5,Self-Employed,Diploma,Married,Suburban,"I've had multiple late payments recently, and I'm constantly stressed about money.",1,negative,0.9231898784637451,High,High Risk
29,5100.0,0.39,12000.0,24,1,0,4,Salaried,Bachelor,Single,Rural,My current financial standing allows me to comfortably take on this new commitment.,0,positive,0.8202607035636902,Low,Low Risk
70,2000.0,0.85,10000.0,12,10,3,0,Unemployed,High School,Divorced,Urban,"My financial reserves are completely depleted, and I have nowhere else to turn.",1,negative,0.8193737268447876,High,High Risk
45,11000.0,0.12,30000.0,60,0,0,16,Salaried,Master,Married,Suburban,"My income has been consistent for years, allowing for comfortable loan repayments.",0,positive,0.9362183213233948,Low,Low Risk
22,1600.0,0.79,5000.0,12,5,2,0,Student,High School,Single,Urban,My financial situation is very fragile after a recent family emergency.,1,negative,0.9279860854148865,High,High Risk
33,8000.0,0.25,25000.0,48,0,1,6,Self-Employed,Bachelor,Single,Urban,I manage my credit well and have a consistent income.,0,neutral,0.6166574954986572,Low,Low Risk
58,3500.0,0.83,32000.0,60,6,5,7,Unemployed,High School,Married,Rural,"I'm hoping this loan will buy me some time, but it's a very risky move for me.",1,neutral,0.8005279302597046,Low,Low Risk
30,6500.0,0.31,18000.0,36,0,1,5,Salaried,Bachelor,Married,Suburban,I'm confident in my ability to repay this loan without any issues.,0,positive,0.8865991830825806,Low,Low Risk
49,2600.0,0.93,28000.0,48,8,4,3,Self-Employed,Diploma,Divorced,Urban,"My income relies on commission, which has been very low this quarter.",1,negative,0.9260860681533813,High,High Risk
26,4100.0,0.35,8000.0,12,0,1,3,Salaried,Bachelor,Single,Urban,I'm responsible with my payments and aim to keep my credit score high.,0,neutral,0.752217173576355,Low,Low Risk
64,14000.0,0.17,45000.0,60,0,1,19,Salaried,Master,Married,Suburban,"I have multiple income streams, ensuring stable financial health.",0,neutral,0.6868662238121033,Low,Low Risk
37,3900.0,0.8,20000.0,48,6,3,6,Self-Employed,Diploma,Married,Rural,I'm struggling to keep up with my current payments due to unexpected expenses.,1,negative,0.9643491506576538,High,High Risk
50,9000.0,0.2,27000.0,36,0,1,14,Salaried,Master,Married,Urban,"My financial situation is comfortable, and I have plans for this loan.",0,positive,0.5166290998458862,Low,Low Risk
24,1800.0,0.9,16000.0,36,7,4,2,Unemployed,High School,Single,Suburban,"I lost my job recently, and my savings are almost depleted.",1,negative,0.8907989859580994,High,High Risk
41,7000.0,0.29,21000.0,24,1,2,9,Self-Employed,Bachelor,Married,Rural,I have a solid financial foundation and a strong commitment to timely payments.,0,positive,0.5507855415344238,Low,Low Risk
60,20000.0,0.1,50000.0,60,0,0,18,Salaried,Master,Married,Urban,I have a diversified investment portfolio which supports my financial stability.,0,neutral,0.7095946073532104,Low,Low Risk
34,3200.0,0.87,25000.0,60,5,4,4,Self-Employed,Diploma,Single,Suburban,"My financial situation is precarious, and I'm facing a lot of pressure.",1,negative,0.949122965335846,High,High Risk
27,4800.0,0.3,10000.0,12,0,0,4,Salaried,Bachelor,Single,Urban,I believe in living within my means and only borrow what I can easily repay.,0,neutral,0.9236062169075012,Low,Low Risk
53,10000.0,0.23,30000.0,36,0,1,17,Salaried,Master,Married,Rural,I've been a loyal customer for years and always meet my obligations.,0,neutral,0.7462852597236633,Low,Low Risk
68,3000.0,0.89,10000.0,24,8,4,2,Unemployed,High School,Divorced,Suburban,I'm drowning in debt and don't know where to find additional funds.,1,negative,0.8300597667694092,High,High Risk
40,8200.0,0.18,26000.0,48,0,1,12,Salaried,Bachelor,Married,Urban,"With my steady job, meeting financial obligations is never a problem.",0,neutral,0.5238998532295227,Low,Low Risk
21,1500.0,0.98,12000.0,36,6,3,0,Student,High School,Single,Urban,I've used up all my available credit and need this loan desperately.,1,neutral,0.7277153730392456,Low,Low Risk
57,16000.0,0.14,48000.0,60,0,0,19,Salaried,Master,Married,Suburban,I have a contingency plan for all my financial commitments.,0,neutral,0.9169726371765137,Low,Low Risk
36,3400.0,0.84,27000.0,48,7,5,5,Self-Employed,Diploma,Married,Rural,"I'm hoping this loan can consolidate some debts, but I fear it might just add more.",1,negative,0.9118756651878357,High,High Risk
43,7500.0,0.27,23000.0,36,0,1,13,Salaried,Bachelor,Married,Urban,"My financial situation is comfortable, and I have plans for this loan.",0,positive,0.5166290998458862,Low,Low Risk
62,2900.0,0.94,30000.0,60,9,4,6,Unemployed,High School,Divorced,Suburban,"My financial reserves are completely depleted, and I have nowhere else to turn.",1,negative,0.8193737268447876,High,High Risk
29,5800.0,0.38,14000.0,24,0,1,5,Salaried,Bachelor,Single,Suburban,This loan will help me achieve a personal goal without straining my budget.,0,positive,0.8232228755950928,Low,Low Risk
51,11500.0,0.21,33000.0,48,0,0,16,Self-Employed,Master,Married,Urban,I maintain a healthy budget and clear my dues on time.,0,neutral,0.8561546206474304,Low,Low Risk
28,2000.0,0.78,11000.0,24,5,3,3,Self-Employed,Diploma,Single,Rural,"My income isn't as stable as it used to be, and I'm worried about my debts.",1,negative,0.8954008221626282,High,High Risk
47,9800.0,0.34,29000.0,36,1,2,14,Salaried,Bachelor,Married,Suburban,I'm planning a significant purchase and have accounted for the loan payments.,0,neutral,0.7639678120613098,Low,Low Risk
32,2400.0,0.96,19000.0,48,10,5,4,Unemployed,High School,Divorced,Urban,"I'm trying to consolidate debts, but my income is barely covering essential costs.",1,negative,0.9245368838310242,High,High Risk
65,17000.0,0.13,40000.0,60,0,0,20,Self-Employed,Master,Married,Urban,"My credit score is excellent, reflecting my disciplined financial habits.",0,positive,0.9223018884658813,Low,Low Risk
23,3000.0,0.32,5500.0,12,0,0,2,Student,Diploma,Single,Rural,I'm investing in my education and have secured a well-paying job post-graduation.,0,neutral,0.5248922109603882,Low,Low Risk
44,2700.0,0.86,35000.0,60,8,4,5,Self-Employed,Diploma,Married,Suburban,"I'm looking for a way out of my debt spiral, but it's getting tougher.",1,negative,0.8260489702224731,High,High Risk
38,8500.0,0.24,26000.0,48,0,1,10,Salaried,Bachelor,Married,Urban,I have a stable career and always prioritize paying my debts on time.,0,neutral,0.9023917317390442,Low,Low Risk
59,19000.0,0.16,49000.0,60,0,0,20,Self-Employed,Master,Married,Rural,"This is a strategic loan to improve my assets, which I can easily afford.",0,positive,0.6674938797950745,Low,Low Risk
25,2200.0,0.92,17000.0,36,6,3,3,Student,High School,Single,Suburban,"The cost of living has increased, and my current income isn't keeping up.",1,negative,0.9319222569465637,High,High Risk
46,10500.0,0.26,31000.0,48,0,1,15,Salaried,Master,Divorced,Urban,My financial history shows a strong track record of responsible borrowing.,0,positive,0.5362354516983032,Low,Low Risk
63,3600.0,0.82,30000.0,60,7,5,7,Unemployed,Diploma,Married,Rural,"This loan is crucial, but I foresee challenges in making consistent payments.",1,positive,0.6153638362884521,Low,Low Risk
31,6000.0,0.37,16000.0,36,1,0,5,Self-Employed,Bachelor,Single,Urban,"With my consistent savings, I'm prepared for any unexpected financial turns.",0,neutral,0.5675471425056458,Low,Low Risk
54,13000.0,0.19,38000.0,60,0,1,17,Salaried,Master,Married,Suburban,I save regularly and believe in financial prudence.,0,neutral,0.8926659822463989,Low,Low Risk
22,1700.0,0.97,14000.0,48,7,4,1,Student,High School,Single,Rural,I've had to choose between paying bills and buying groceries lately.,1,neutral,0.5153932571411133,Low,Low Risk
35,7000.0,0.28,20000.0,24,0,1,8,Salaried,Bachelor,Married,Urban,"This loan will help consolidate some minor debts, simplifying my finances.",0,positive,0.7512184977531433,Low,Low Risk
69,2500.0,0.8,28000.0,60,6,5,4,Unemployed,Diploma,Divorced,Suburban,A sudden divorce has left me in a very difficult financial position.,1,negative,0.9454715847969055,High,High Risk
42,9000.0,0.2,27000.0,36,0,1,12,Self-Employed,Bachelor,Married,Rural,"My income has been consistent for years, allowing for comfortable loan repayments.",0,positive,0.9362183213233948,Low,Low Risk
26,1800.0,0.91,13000.0,48,8,4,3,Unemployed,High School,Single,Urban,I've been unemployed for a while and haven't found a stable job yet.,1,negative,0.614322304725647,Medium,Watchlist
56,14500.0,0.11,45000.0,60,0,0,18,Salaried,Master,Married,Suburban,I'm just refinancing an existing loan for better terms; my ability to pay is strong.,0,positive,0.8473011255264282,Low,Low Risk
30,2100.0,0.85,18000.0,36,7,5,4,Self-Employed,Diploma,Married,Urban,"My financial situation is precarious, and I'm facing a lot of pressure.",1,negative,0.949122965335846,High,High Risk
40,7200.0,0.3,22000.0,48,0,1,11,Salaried,Bachelor,Married,Rural,I maintain a healthy budget and clear my dues on time.,0,neutral,0.8561546206474304,Low,Low Risk
67,3300.0,0.88,32000.0,60,9,4,3,Unemployed,High School,Single,Urban,I'm considering bankruptcy if things don't improve very soon.,1,negative,0.6297991871833801,Medium,Watchlist
24,3200.0,0.36,6000.0,12,0,0,3,Student,Diploma,Single,Suburban,My current financial standing allows me to comfortably take on this new commitment.,0,positive,0.8202607035636902,Low,Low Risk
48,10000.0,0.25,30000.0,36,0,1,15,Salaried,Bachelor,Married,Urban,I've carefully planned for this expense and am confident in my repayment ability.,0,positive,0.8399451971054077,Low,Low Risk
60,20000.0,0.1,50000.0,60,0,0,18,Self-Employed,Master,Married,Urban,I have a diversified investment portfolio which supports my financial stability.,0,neutral,0.7095946073532104,Low,Low Risk
39,2800.0,0.93,30000.0,48,7,4,6,Self-Employed,Diploma,Divorced,Rural,"Unexpected medical bills have drained my resources, leaving me very strapped.",1,negative,0.9636834263801575,High,High Risk
55,13500.0,0.17,42000.0,60,0,1,19,Salaried,Master,Married,Suburban,"My income has been consistent for years, allowing for comfortable loan repayments.",0,positive,0.9362183213233948,Low,Low Risk
28,1900.0,0.99,10000.0,24,10,5,3,Unemployed,High School,Single,Urban,"My credit card debts are spiraling, and I'm falling behind on payments.",1,negative,0.9678791761398315,High,High Risk
33,6800.0,0.22,19000.0,36,0,1,7,Salaried,Bachelor,Married,Urban,I'm confident in my ability to repay this loan without any issues.,0,positive,0.8865991830825806,Low,Low Risk
61,3500.0,0.77,28000.0,60,6,4,5,Unemployed,Diploma,Married,Rural,"I've had multiple job changes recently, leading to an unstable income flow.",1,negative,0.9700672626495361,High,High Risk
45,11000.0,0.12,33000.0,60,0,0,16,Self-Employed,Master,Married,Suburban,"This loan is for a business expansion, which is already showing strong profits.",0,positive,0.7749987840652466,Low,Low Risk
22,1600.0,0.83,15000.0,48,5,3,2,Student,High School,Single,Urban,"I'm a student with limited income, and my existing debts are overwhelming.",1,negative,0.8865383863449097,High,High Risk
30,5300.0,0.39,13000.0,24,1,0,5,Salaried,Bachelor,Single,Rural,My current financial standing allows me to comfortably take on this new commitment.,0,positive,0.8202607035636902,Low,Low Risk
70,2000.0,0.89,11000.0,12,10,3,0,Unemployed,High School,Divorced,Urban,"My financial reserves are completely depleted, and I have nowhere else to turn.",1,negative,0.8193737268447876,High,High Risk
52,12000.0,0.23,35000.0,48,0,1,17,Salaried,Master,Married,Suburban,"My finances are strong, and I consistently make payments ahead of schedule.",0,neutral,0.5924282073974609,Low,Low Risk
27,1700.0,0.94,16000.0,36,8,4,3,Self-Employed,High School,Single,Suburban,"I'm trying to consolidate debts, but my income is barely covering essential costs.",1,negative,0.9245368838310242,High,High Risk
